-0.67,0.86,0.05,-0.14,-0.2,-0.08,0.07,0.12,0.15,0.12,-0.36,-0.27,0.1,-0.2,-0.14,0.22,-0.06,-0.49,0.25,-0.06,0.23,0.18,0.2,0.05,0.02,-0.15,0.18,-0.23,-0.31,-0.01
-0.2,0.87,-0.03,-0.04,0.28,-0.06,-0.17,-0.06,-0.13,0.18,-0.16,-0.36,-0.1,-0.08,0.13,0.02,-0.28,-0.1,0.34,0.07,0.07,-0.1,0.02,0.39,-0.02,-0.18,0.16,-0.09,0.04,-0.1
1.05,0.75,0.05,0.24,-0.31,0.02,-0.12,0.22,0.06,0.01,0.09,0.29,-0.27,-0.21,-0.2,-0.11,-0.25,-0.05,0.21,-0.28,-0.15,-0.06,0.23,0.31,0.04,-0.21,0.07,-0.01,-0.03,-0.1
0.09,0.71,-0.04,0.1,0.32,-0.11,-0.14,0.15,0.24,0,-0.07,0.09,-0.06,0.11,-0.31,-0.12,0.03,0.43,0.01,0.05,0.28,-0.2,-0.46,0.05,0.13,-0.18,-0.1,-0.1,-0.15,0.03
0.27,0.89,0.06,0.2,-0.07,0.05,0.04,-0.1,0.06,0.1,0.27,0.02,0.02,-0.14,0.04,0.37,0.35,-0.16,-0.44,-0.29,-0.23,0.3,0.02,0.07,0.07,-0.13,-0.01,0.04,0.14,0.19
0.7,0.54,0.07,0.16,0.05,-0.22,-0.19,-0.49,-0.12,0.03,0.17,0.03,0.23,-0.11,0.1,-0.07,-0.35,0.2,-0.32,-0.02,-0.04,0.35,-0.14,-0.1,0.13,-0.29,-0.1,0.02,0.05,0.15
-0.83,0.44,0.09,-0.26,-0.33,-0.14,-0.36,-0.09,-0.39,-0.04,0.08,0.13,0.01,0.18,-0.18,0.14,-0.18,-0.08,0.06,0.08,-0.03,0.07,-0.13,0.25,0.01,-0.04,0.01,-0.06,0.18,0.18
0.93,0.91,-0.22,0.07,0.14,-0.09,0.1,0.26,-0.06,-0.32,0.3,-0.21,0.16,0.04,0.14,0.16,0,-0.38,0.1,0.12,-0.26,-0.21,0.02,-0.09,-0.03,-0.02,-0.11,0.07,0.05,0.06
1.29,0.27,-0.19,0.37,-0.17,0.07,0.1,0.22,0.1,0.03,0.07,-0.01,0.01,0.12,0.13,0.17,0.06,-0.14,-0.2,-0,-0.27,0.32,0.24,-0.17,0.22,-0.13,0.13,-0.26,0.21,0.13
-0.99,0.07,0.2,-0.14,-0.27,-0.17,0.01,0.09,-0.13,-0.01,-0.23,-0.09,0.22,-0.1,0.04,0.17,0.17,-0.14,0.03,-0.02,-0.24,-0.05,0.24,-0.06,0.07,0.08,0.31,-0.01,-0.07,0.21
0.36,1.19,-0.01,-0.05,-0.22,-0.26,0.07,-0.17,0.18,0.13,-0.45,-0.09,0.03,0.1,0.11,0.02,0.06,-0.21,0.38,0.16,0.3,-0.05,-0.18,0.1,0.35,-0.35,-0.16,0.1,0.28,0.07
-0.58,0.71,-0.09,0.07,-0.13,-0.08,0.02,0.06,-0.09,-0.16,0.02,0.21,-0.13,-0.19,0.08,-0.27,-0.02,0.42,0.39,-0.02,0.06,-0.21,0.19,0.03,0.04,0.06,-0.13,-0.3,-0.04,0
-0.08,1.03,0.26,-0.26,0.11,-0.1,0.02,-0.07,-0.21,-0.1,0.27,0.01,-0.01,-0.14,-0,-0.09,-0.18,-0.35,0.26,-0.06,0.31,-0.07,0.11,-0.29,0.52,0.03,0.23,-0.25,-0.36,-0.14
1.03,0.52,-0.16,-0.35,-0.14,-0.01,-0.14,0.42,0.32,0.46,-0.22,-0.12,-0.34,-0.05,-0.22,0.09,0.33,-0.37,0.17,-0.06,-0.02,-0.17,-0.08,-0.17,0.3,-0.34,0.14,0.15,-0.02,0.04
0.85,0.73,0.08,0.1,0.22,-0.01,-0.15,-0.06,0.09,-0.39,0.52,0.08,0.53,0.19,0.33,-0.16,0.09,-0.01,-0.19,0.32,0.1,0.12,-0.17,0.16,0.02,-0.16,0.05,0.12,0.32,0.57
0.49,0.62,0.01,0.25,0.24,-0.04,0.27,0.03,0.13,-0.31,-0.07,0.02,0.21,-0.1,-0.12,0.14,0.24,-0.18,0.08,0.05,0.09,-0.12,-0.03,0.13,-0.02,-0.01,0.02,0.12,-0.03,-0.1
0.1,1.19,-0.15,-0.27,-0.05,-0.15,-0.19,-0.3,-0.03,-0.24,-0,0.08,0.14,-0.08,0.06,0.24,-0.06,-0,-0.11,-0.19,0.09,-0.11,-0.34,0.42,0.13,-0.04,0.03,0.36,0.25,0.21
-0.71,0.96,0.1,0.01,-0.01,0.34,0.14,-0.23,-0.36,0.15,0.06,0.02,0.12,-0.32,-0.09,0.37,-0.41,-0.57,-0.1,-0.11,-0.1,-0,-0.19,-0.03,0.11,0.05,-0.33,-0,-0.1,0.41
-1.06,0.57,-0.09,-0.11,0.31,-0.14,-0.02,0.36,-0.29,-0.25,0.46,-0.03,0.4,0.15,0.04,0.27,-0.05,0.05,-0.07,-0.42,0.06,0.12,-0.15,0.21,-0.51,-0.05,0.15,0.07,-0.25,0.06
-0.01,0.91,-0.09,0.05,-0.18,0.04,0.1,0.22,0.32,-0.22,-0.07,0.09,-0.11,-0.08,-0.28,0.08,0.09,0.18,0.1,-0.05,0,0.14,0.18,0.1,-0.25,-0.07,0.1,0.06,0.32,-0.16
0.64,0.59,0.01,0.25,-0.37,0.38,0.22,-0.32,0.31,-0.14,-0.32,0.2,-0.1,-0.47,0.25,-0.14,0.03,-0.01,-0.02,0.17,-0.04,0.03,-0.04,-0.13,-0.14,0.02,-0.06,0.09,-0.25,0.14
-0.08,1.05,0.09,0.2,0.18,0.19,-0.21,-0,0.04,0.48,0.06,-0.11,0.22,-0.18,0.36,-0.07,-0.17,-0.31,-0.13,-0.13,0.25,0.28,0.2,-0.32,-0.18,0.17,-0.31,-0.22,0.01,0.25
-0.09,0.97,0.08,-0.21,-0.37,0.05,0.04,0.1,0.36,0.11,0.14,-0.25,0.15,-0.14,-0.1,-0.28,-0.04,0.07,-0.12,0.1,-0.07,-0.28,-0.06,-0.15,0.06,-0.3,-0.17,-0.05,0.12,-0.04
-0.98,0.66,-0.05,-0.26,0.07,-0.64,-0.17,-0.25,-0.07,-0.12,0.09,-0.05,-0.29,0,-0.17,-0.08,-0.23,0.09,0.13,-0.17,-0.19,0.05,0.09,-0.01,0.02,-0.23,-0.12,0.48,-0.05,-0.41
0.86,0.51,-0.06,0.04,-0.04,0.02,-0.11,0.19,0.09,0,-0.36,0.22,0.35,0.18,0.02,-0.02,0.12,-0.08,0.13,-0.03,-0.21,0.1,0.45,-0.1,-0.24,0.07,-0.29,-0.13,0.14,0.07
0.78,0.31,-0.36,-0.25,0.19,-0.11,-0.07,-0.07,0.16,0.2,-0.06,0.05,0.19,-0.04,-0.08,0.27,0.06,0.05,0.12,0.04,0.03,-0.29,0,-0.12,0.24,0.03,0.08,0.14,-0.17,0.12
-0.36,1.21,-0.08,-0.09,-0.17,0.15,0.02,0.16,-0.04,-0,-0.01,0.1,0.24,-0.11,-0.16,-0.05,-0.11,0.08,0.35,0.08,-0.03,0.21,-0.32,-0.15,-0.28,0.26,-0.13,-0.2,0.28,0.16
0.85,0.75,0.17,0.06,0.24,-0.14,0.17,-0.06,0.05,-0.3,-0.04,-0.24,0.19,0.1,0.12,-0.21,-0.04,-0.06,-0.15,-0.3,0.25,0.11,0.24,0.26,0.17,-0.37,-0.1,0.05,0.08,0.13
1.1,0.5,-0.15,0,0.26,-0.03,-0.31,-0.12,0.13,0.07,0.21,-0.12,-0.44,-0.01,0.09,0.26,0.03,0.34,-0.04,0.02,0.06,-0.06,-0.15,-0.29,0.35,-0.26,-0.45,-0.28,0.53,0.14
-0.38,1.05,-0.07,-0.24,-0.38,-0.03,-0.18,0.23,0.05,-0.23,0.31,0.12,0,0.27,0.02,0.11,0.49,-0.03,0.17,0.01,0.21,-0.26,0.08,0.02,0.34,0.05,0.15,0.29,-0.06,0.16
0.52,0.83,0.25,-0.22,0.02,-0.11,-0.1,0.17,0.32,-0.13,-0.42,0.18,0.16,-0.06,-0,-0.04,0.17,-0.03,-0.22,-0.01,-0.08,0.18,0.3,0.1,-0.06,-0.14,0.29,-0.1,0.04,-0.08
-1.04,0.18,0.15,-0.3,0.32,0.11,-0.09,-0.25,-0.16,0.2,0.07,0.17,-0.03,0.18,0.08,-0.24,-0.02,0.2,-0.19,-0.17,-0.09,0.29,0.01,-0.34,-0.22,-0.2,-0.28,-0.06,-0.04,-0.11
-0.62,0.9,0.21,0.04,0.24,-0.06,-0.08,0.29,-0.06,-0.24,-0.2,0.12,-0.46,-0.06,0.05,0.09,-0.01,0.34,-0.14,-0.16,0.16,-0.1,-0.11,0.25,0.06,-0.09,0.08,0.05,-0.15,-0.11
-0.26,1.43,-0.02,-0.28,-0.11,0.1,0.1,-0.09,-0.33,-0.02,-0.23,-0.35,0.36,0.32,-0.09,-0.04,0.19,-0.15,-0.32,0.14,0.19,0.25,0.06,-0.14,0.07,0.14,0.26,-0.04,0.1,0
0.68,0.37,-0.17,-0.42,-0.3,0.03,0.08,-0.27,-0.05,0.11,0.12,0.13,-0.2,0.29,-0.44,-0.22,-0.08,-0.36,-0.11,-0.12,-0.15,-0.02,-0.03,-0.27,-0.17,-0.07,0.34,0.1,0.06,-0.21
-1,0.28,0.22,0.14,0.24,-0.06,0.18,-0.25,0.36,-0.13,0.29,-0.03,-0.22,-0.01,-0.02,0.02,0.24,0.05,0.23,-0.26,0.06,-0,-0.22,0.08,0.12,0.12,-0.15,-0.16,-0.07,0.04
0.73,0.84,0.05,-0.06,0.12,0.16,0.05,-0.09,0.17,0.62,-0.22,0.21,-0.3,-0.16,0.04,0.03,0.38,-0.23,0.24,0.04,0.29,-0.05,0.03,0.09,-0.05,-0.06,-0.09,0.09,0.18,-0.08
-0.73,0.43,0.19,0.26,0.05,-0.41,0.08,0.12,0.31,-0.25,-0.02,-0.35,-0.39,0.03,-0.14,-0.25,-0.16,0.14,-0.01,-0.12,0.11,-0.24,-0.16,0.37,-0.34,0.48,0.06,0.26,-0.15,-0.01
-0.43,1.08,0.61,-0.32,0.27,0.04,-0.22,-0.19,0.01,-0.11,0.28,0.16,0.09,-0.02,-0.05,0.09,-0.08,-0.1,-0.14,0.01,0.17,-0.22,0.15,-0.07,-0.15,0.21,0.09,-0.21,0.3,0.23
-0.46,0.73,0.12,-0.04,0,-0.17,-0.17,-0.21,-0.46,-0.18,-0.41,0.36,-0.07,0.08,0.13,-0,-0.4,-0.29,-0.12,-0.22,0.27,0.16,-0.05,0.23,-0.16,0.12,0.07,-0.1,-0.28,-0.09
0.57,0.19,-0.38,0.06,-0.24,-0.07,-0.09,0.05,-0.51,0.17,-0.01,-0.47,-0.23,-0,0.1,-0.11,-0.27,-0.12,-0.06,-0.16,0.09,0.07,0.1,-0.2,0.33,0.04,0.06,-0.12,0.1,0.15
0.09,1,0.16,-0.01,-0.38,-0.19,0.31,0.02,0.14,-0.06,-0.1,0.14,0.13,-0.02,-0.01,0.11,-0.01,-0.21,-0.02,0.32,0.19,-0.19,0.2,-0.06,-0.02,-0.03,-0.2,-0.24,0.03,0.17
-0.73,0.73,0.36,0.1,0.18,-0.26,0,0.12,0.15,-0.01,-0.19,-0.17,-0.02,-0.02,-0.06,0.08,0.17,0.37,0.05,0.16,0.07,0.35,-0.34,0.08,-0.19,0.32,0.04,0.01,0.02,0.02
-0.75,0.73,-0.25,0.23,-0.23,0.17,0.26,-0.16,0.01,-0.06,0.07,-0.36,-0.04,0.17,-0.28,0.1,-0.09,-0.24,0.07,0.41,-0.37,-0.22,-0.32,-0.02,-0.09,0.03,0.12,-0.25,0.08,-0.07
1.05,0.08,-0.08,0.18,-0.06,0.06,-0.35,0.15,0.22,0.21,0.15,-0.17,0.13,0.11,-0.11,-0.36,0.28,0.29,0.15,-0.01,-0.06,0.05,-0.14,0.08,0.15,-0.07,-0.21,0.05,-0.33,-0.22
0.71,0.88,0.13,0.36,-0.31,0.39,0.08,-0.03,0.2,-0,0.07,-0.04,0.42,-0.36,-0.1,0.16,-0.21,0.11,0.06,-0.12,0.02,-0.02,0.1,0.11,0.36,-0.09,0.06,0.02,-0.05,0.25
0.76,0.28,0.14,-0.06,0.18,0.02,-0.23,0.17,0.13,0.05,0.03,-0.08,-0.09,0.25,0.32,-0.02,0.02,0.28,-0.22,0.17,0.03,0.26,-0.08,0.07,0.21,0.15,-0.23,-0.22,-0.39,-0.08
0.49,1.05,0.04,-0.17,0.06,0.14,-0.06,0.01,0.2,-0.2,0.12,-0.02,0.32,-0.17,-0.38,0.05,0.08,-0.06,-0.05,-0.16,0.01,0.46,-0.07,-0.05,0.34,-0.1,0.31,0.4,0.27,0.24
1.01,0.47,0.07,-0.45,0.17,-0.08,-0.24,0.25,0.11,0.01,0.27,-0.05,-0.11,-0.03,-0.1,0.19,0.21,-0.17,-0.13,-0.07,0.17,-0.03,-0,-0.26,0.13,-0.13,-0.29,-0.13,-0.01,0.3
0.41,0.25,0.1,-0.05,-0.12,-0.13,-0.27,0.2,-0.04,0.41,0.11,0.21,-0.16,-0.06,-0.08,0,0.14,0.38,0.15,-0.22,-0.15,0.08,-0.19,-0.16,-0.01,0.26,0.27,0.09,0.13,0.32
0.48,1.03,-0.17,-0.08,-0.17,0.1,-0.26,0,-0.13,-0.06,0.13,0.3,0.03,-0.24,0.22,-0.56,-0.03,-0.03,-0.42,-0.02,0.08,0.08,-0.08,-0.21,-0.12,0.16,0.04,0.24,-0.17,-0.54
-1.11,0.54,-0.14,-0,-0.15,-0.2,-0.48,-0.06,0.2,-0.07,0.11,0.07,-0.06,0.14,0.06,0.27,-0.17,0.06,0.18,0.26,-0.1,-0.04,0.23,-0.07,0.07,-0.01,-0.14,-0.08,0.01,-0.11
